user_id,food_item,category,time_of_day,rating
u009,Pav Bhaji,spicy,dinner,4
u009,Mutton Curry,spicy,dinner,5
u009,Burger,spicy,lunch,4
u009,Tandoori Chicken,spicy,dinner,3
u009,Palak Paneer,mild,lunch,5
u009,Palak Paneer,mild,lunch,5
u009,Pizza,spicy,dinner,3
u009,Fish Fry,spicy,lunch,4
u009,Kathi Roll,spicy,snack,4
u009,Paneer Butter Masala,spicy,lunch,5
u009,Tandoori Chicken,spicy,lunch,5
u009,Chole Bhature,spicy,dinner,3
u009,Mutton Curry,spicy,dinner,5
u009,Burger,spicy,lunch,3
u009,Idli,mild,snack,3
u009,Dal Tadka,mild,dinner,5
u009,Aloo Paratha,mild,dinner,3
u009,Vada Pav,spicy,dinner,5
u009,Kathi Roll,spicy,breakfast,4
u009,Veg Pulao,mild,dinner,5
u009,Paneer Butter Masala,spicy,breakfast,3
u009,Butter Naan,mild,lunch,3
u009,Curd Rice,mild,breakfast,4
u009,Vada Pav,spicy,breakfast,3
u009,Fish Fry,spicy,lunch,4
u010,Poha,mild,breakfast,3
u010,Hyderabadi Biryani,spicy,snack,4
u010,Hyderabadi Biryani,spicy,breakfast,5
u010,Fried Rice,spicy,lunch,4
u010,Palak Paneer,mild,snack,3
u010,Poha,mild,lunch,5
u010,Vada Pav,spicy,breakfast,5
u010,Pav Bhaji,spicy,snack,3
u010,Butter Naan,mild,dinner,5
u010,Burger,spicy,dinner,3
u010,Curd Rice,mild,dinner,4
u010,Butter Naan,mild,lunch,5
u010,Thali,mild,lunch,5
u010,Idli,mild,dinner,3
u010,Masala Dosa,mild,breakfast,5
u010,Aloo Paratha,mild,snack,4
u010,Butter Naan,mild,breakfast,4
u010,Burger,spicy,snack,4
u010,Masala Dosa,mild,snack,3
u010,Chicken 65,spicy,breakfast,4
u010,Upma,mild,snack,5
u010,Chole Bhature,spicy,snack,4
u010,Upma,mild,lunch,5
u010,Burger,spicy,breakfast,3
u010,Fried Rice,spicy,snack,3
u010,Pizza,spicy,snack,5
u011,Fish Fry,spicy,breakfast,4
u011,Hyderabadi Biryani,spicy,lunch,4
u011,Rajma Chawal,mild,snack,3
u011,Veg Pulao,mild,dinner,3
u011,Chicken 65,spicy,snack,5
u011,Paneer Butter Masala,spicy,dinner,3
u011,Thali,mild,lunch,3
u011,Fried Rice,spicy,dinner,5
u011,Thali,mild,dinner,4
u011,Thali,mild,lunch,3
u011,Spring Roll,spicy,dinner,5
u011,Fish Fry,spicy,lunch,3
u011,Fish Fry,spicy,dinner,4
u011,Samosa,spicy,breakfast,5
u011,Spring Roll,spicy,dinner,3
u011,Dal Tadka,mild,breakfast,4
u011,Veg Pulao,mild,dinner,3
u011,Kathi Roll,spicy,dinner,5
u011,Burger,spicy,snack,4
u011,Idli,mild,breakfast,5
u011,Fried Rice,spicy,dinner,5
u011,Dal Tadka,mild,snack,3
u011,Fried Rice,spicy,dinner,5
u011,Masala Dosa,mild,dinner,5
u011,Samosa,spicy,breakfast,3
u011,Dal Tadka,mild,lunch,3
u011,Paneer Butter Masala,spicy,dinner,4
u012,Curd Rice,mild,snack,4
u012,Mutton Curry,spicy,lunch,4
u012,Dal Tadka,mild,breakfast,3
u012,Masala Dosa,mild,breakfast,5
u012,Veg Pulao,mild,lunch,5
u012,Manchurian,spicy,dinner,3
u012,Vada Pav,spicy,breakfast,4
u012,Masala Dosa,mild,snack,5
u012,Vada Pav,spicy,breakfast,5
u012,Pav Bhaji,spicy,dinner,4
u012,Fried Rice,spicy,breakfast,3
u012,Pizza,spicy,breakfast,3
u012,Thali,mild,snack,5
u012,Fish Fry,spicy,dinner,5
u012,Pizza,spicy,breakfast,3
u012,Tandoori Chicken,spicy,breakfast,4
u012,Mutton Curry,spicy,snack,4
u012,Dhokla,mild,breakfast,5
u012,Kathi Roll,spicy,dinner,5
u012,Idli,mild,dinner,5
u012,Burger,spicy,dinner,3
u012,Vada Pav,spicy,snack,4
u012,Palak Paneer,mild,snack,5
u012,Mutton Curry,spicy,breakfast,4
u012,Upma,mild,lunch,4
u013,Fried Rice,spicy,dinner,4
u013,Khichdi,mild,lunch,5
u013,Aloo Paratha,mild,snack,3
u013,Khichdi,mild,dinner,4
u013,Chole Bhature,spicy,lunch,5
u013,Kathi Roll,spicy,breakfast,4
u013,Poha,mild,dinner,5
u013,Pav Bhaji,spicy,snack,5
u013,Upma,mild,snack,3
u013,Idli,mild,lunch,3
u013,Manchurian,spicy,breakfast,4
u013,Dhokla,mild,snack,4
u013,Vada Pav,spicy,lunch,3
u013,Paneer Butter Masala,spicy,dinner,4
u013,Vada Pav,spicy,dinner,3
u013,Kathi Roll,spicy,lunch,5
u013,Veg Pulao,mild,dinner,3
u013,Thali,mild,snack,4
u013,Butter Naan,mild,snack,3
u013,Butter Naan,mild,dinner,4
u013,Fish Fry,spicy,dinner,5
u013,Fried Rice,spicy,breakfast,5
u013,Khichdi,mild,dinner,5
u013,Fried Rice,spicy,breakfast,5
u013,Masala Dosa,mild,breakfast,4
u013,Rajma Chawal,mild,lunch,3
u013,Paneer Butter Masala,spicy,snack,5
u013,Poha,mild,lunch,3
u013,Thali,mild,snack,4
u013,Upma,mild,breakfast,5
u014,Chicken 65,spicy,snack,5
u014,Paneer Butter Masala,spicy,breakfast,5
u014,Hyderabadi Biryani,spicy,lunch,4
u014,Manchurian,spicy,breakfast,5
u014,Kathi Roll,spicy,dinner,4
u014,Masala Dosa,mild,breakfast,4
u014,Pav Bhaji,spicy,dinner,3
u014,Veg Pulao,mild,snack,4
u014,Samosa,spicy,breakfast,4
u014,Rajma Chawal,mild,breakfast,5
u014,Hyderabadi Biryani,spicy,dinner,4
u014,Poha,mild,lunch,3
u014,Khichdi,mild,breakfast,4
u014,Pav Bhaji,spicy,dinner,5
u014,Masala Dosa,mild,lunch,4
u014,Chicken 65,spicy,breakfast,3
u014,Spring Roll,spicy,breakfast,5
u014,Pizza,spicy,dinner,5
u014,Vada Pav,spicy,snack,3
u014,Dal Tadka,mild,breakfast,4
u014,Palak Paneer,mild,snack,3
u014,Dal Tadka,mild,breakfast,4
u014,Fish Fry,spicy,lunch,4
u014,Fried Rice,spicy,lunch,4
u014,Vada Pav,spicy,dinner,3
u015,Spring Roll,spicy,dinner,4
u015,Paneer Butter Masala,spicy,dinner,5
u015,Dhokla,mild,breakfast,5
u015,Paneer Butter Masala,spicy,snack,4
u015,Butter Naan,mild,lunch,5
u015,Hyderabadi Biryani,spicy,snack,4
u015,Fried Rice,spicy,lunch,3
u015,Kathi Roll,spicy,dinner,3
u015,Palak Paneer,mild,dinner,5
u015,Khichdi,mild,dinner,3
u015,Pav Bhaji,spicy,dinner,4
u015,Aloo Paratha,mild,snack,3
u015,Spring Roll,spicy,breakfast,3
u015,Burger,spicy,snack,3
u015,Dhokla,mild,breakfast,5
u015,Samosa,spicy,breakfast,5
u015,Khichdi,mild,snack,5
u015,Fried Rice,spicy,dinner,4
u015,Tandoori Chicken,spicy,breakfast,3
u015,Rajma Chawal,mild,snack,4
u015,Upma,mild,dinner,3
u015,Tandoori Chicken,spicy,dinner,3
u015,Palak Paneer,mild,dinner,3
u015,Manchurian,spicy,breakfast,5
u015,Upma,mild,snack,5
u016,Curd Rice,mild,dinner,3
u016,Tandoori Chicken,spicy,dinner,4
u016,Vada Pav,spicy,breakfast,3
u016,Spring Roll,spicy,breakfast,5
u016,Fish Fry,spicy,breakfast,3
u016,Vada Pav,spicy,breakfast,3
u016,Samosa,spicy,dinner,5
u016,Palak Paneer,mild,breakfast,3
u016,Khichdi,mild,breakfast,5
u016,Palak Paneer,mild,dinner,3
u016,Curd Rice,mild,dinner,3
u016,Paneer Butter Masala,spicy,breakfast,5
u016,Rajma Chawal,mild,lunch,3
u016,Spring Roll,spicy,snack,5
u016,Khichdi,mild,snack,3
u016,Manchurian,spicy,snack,4
u016,Dhokla,mild,dinner,5
u016,Burger,spicy,snack,5
u016,Aloo Paratha,mild,snack,4
u016,Palak Paneer,mild,snack,5
u016,Paneer Butter Masala,spicy,lunch,5
u016,Mutton Curry,spicy,breakfast,5
u016,Dhokla,mild,breakfast,5
u016,Thali,mild,lunch,4
u016,Palak Paneer,mild,lunch,5
u016,Butter Naan,mild,dinner,5
u016,Veg Pulao,mild,dinner,3
u017,Idli,mild,snack,5
u017,Pav Bhaji,spicy,snack,5
u017,Aloo Paratha,mild,lunch,3
u017,Palak Paneer,mild,dinner,4
u017,Mutton Curry,spicy,snack,4
u017,Dhokla,mild,lunch,5
u017,Masala Dosa,mild,dinner,4
u017,Veg Pulao,mild,lunch,5
u017,Burger,spicy,snack,4
u017,Manchurian,spicy,dinner,5
u017,Fish Fry,spicy,snack,3
u017,Paneer Butter Masala,spicy,lunch,5
u017,Veg Pulao,mild,lunch,5
u017,Dal Tadka,mild,dinner,3
u017,Butter Naan,mild,breakfast,3
u017,Spring Roll,spicy,lunch,5
u017,Masala Dosa,mild,dinner,3
u017,Curd Rice,mild,lunch,5
u017,Spring Roll,spicy,dinner,3
u017,Veg Pulao,mild,snack,4
u017,Rajma Chawal,mild,lunch,4
u017,Idli,mild,snack,3
u017,Idli,mild,dinner,5
u017,Masala Dosa,mild,breakfast,3
u017,Butter Naan,mild,breakfast,3
u017,Tandoori Chicken,spicy,lunch,3
u018,Thali,mild,breakfast,5
u018,Mutton Curry,spicy,lunch,4
u018,Rajma Chawal,mild,snack,4
u018,Fish Fry,spicy,breakfast,3
u018,Curd Rice,mild,snack,5
u018,Hyderabadi Biryani,spicy,snack,5
u018,Dhokla,mild,breakfast,3
u018,Mutton Curry,spicy,dinner,4
u018,Chicken 65,spicy,dinner,5
u018,Rajma Chawal,mild,lunch,5
u018,Curd Rice,mild,snack,5
u018,Burger,spicy,snack,5
u018,Dhokla,mild,breakfast,3
u018,Pav Bhaji,spicy,lunch,5
u018,Fried Rice,spicy,breakfast,5
u018,Mutton Curry,spicy,lunch,3
u018,Mutton Curry,spicy,breakfast,4
u018,Spring Roll,spicy,breakfast,5
u018,Dhokla,mild,dinner,3
u018,Poha,mild,lunch,5
u018,Hyderabadi Biryani,spicy,dinner,3
u018,Veg Pulao,mild,dinner,3
u018,Veg Pulao,mild,snack,3
u018,Idli,mild,lunch,4
u018,Upma,mild,dinner,5
u018,Dhokla,mild,dinner,3
u019,Thali,mild,snack,3
u019,Burger,spicy,lunch,3
u019,Hyderabadi Biryani,spicy,lunch,4
u019,Hyderabadi Biryani,spicy,snack,5
u019,Upma,mild,snack,4
u019,Dhokla,mild,dinner,5
u019,Pizza,spicy,breakfast,5
u019,Kathi Roll,spicy,lunch,5
u019,Palak Paneer,mild,lunch,4
u019,Palak Paneer,mild,dinner,3
u019,Dhokla,mild,snack,5
u019,Curd Rice,mild,breakfast,5
u019,Vada Pav,spicy,snack,5
u019,Fried Rice,spicy,dinner,4
u019,Mutton Curry,spicy,lunch,4
u019,Spring Roll,spicy,lunch,5
u019,Rajma Chawal,mild,lunch,3
u019,Samosa,spicy,dinner,5
u019,Chicken 65,spicy,breakfast,4
u019,Tandoori Chicken,spicy,dinner,4
u019,Samosa,spicy,dinner,3
u019,Masala Dosa,mild,lunch,3
u019,Dhokla,mild,breakfast,3
u019,Manchurian,spicy,snack,3
u019,Chicken 65,spicy,lunch,3
u019,Fish Fry,spicy,snack,4
u019,Butter Naan,mild,dinner,3
u019,Palak Paneer,mild,lunch,5
u020,Hyderabadi Biryani,spicy,breakfast,5
u020,Idli,mild,breakfast,4
u020,Manchurian,spicy,breakfast,4
u020,Palak Paneer,mild,breakfast,5
u020,Spring Roll,spicy,breakfast,4
u020,Pav Bhaji,spicy,snack,3
u020,Upma,mild,breakfast,5
u020,Chole Bhature,spicy,dinner,5
u020,Pizza,spicy,dinner,5
u020,Rajma Chawal,mild,snack,3
u020,Pav Bhaji,spicy,dinner,4
u020,Fried Rice,spicy,breakfast,3
u020,Vada Pav,spicy,dinner,5
u020,Upma,mild,snack,5
u020,Masala Dosa,mild,breakfast,4
u020,Kathi Roll,spicy,dinner,4
u020,Kathi Roll,spicy,breakfast,5
u020,Hyderabadi Biryani,spicy,lunch,4
u020,Fish Fry,spicy,breakfast,5
u020,Mutton Curry,spicy,snack,5
u020,Curd Rice,mild,lunch,3
u020,Khichdi,mild,dinner,5
u020,Idli,mild,snack,4
u020,Masala Dosa,mild,dinner,5
u020,Butter Naan,mild,dinner,4
u020,Pav Bhaji,spicy,dinner,4
u020,Aloo Paratha,mild,snack,3
u020,Palak Paneer,mild,snack,4
u020,Dal Tadka,mild,dinner,5
u020,Tandoori Chicken,spicy,snack,5
u021,Curd Rice,mild,lunch,5
u021,Chole Bhature,spicy,dinner,5
u021,Rajma Chawal,mild,snack,4
u021,Masala Dosa,mild,breakfast,3
u021,Poha,mild,dinner,3
u021,Upma,mild,snack,3
u021,Butter Naan,mild,breakfast,4
u021,Masala Dosa,mild,dinner,4
u021,Tandoori Chicken,spicy,breakfast,5
u021,Khichdi,mild,snack,3
u021,Khichdi,mild,lunch,3
u021,Veg Pulao,mild,breakfast,5
u021,Manchurian,spicy,breakfast,3
u021,Mutton Curry,spicy,dinner,4
u021,Pizza,spicy,dinner,5
u021,Fried Rice,spicy,breakfast,3
u021,Rajma Chawal,mild,lunch,4
u021,Burger,spicy,breakfast,3
u021,Idli,mild,breakfast,3
u021,Idli,mild,breakfast,3
u021,Veg Pulao,mild,snack,4
u021,Chole Bhature,spicy,dinner,3
u021,Samosa,spicy,breakfast,5
u021,Spring Roll,spicy,snack,3
u021,Samosa,spicy,breakfast,5
u021,Upma,mild,lunch,3
u021,Chole Bhature,spicy,breakfast,5
u022,Spring Roll,spicy,lunch,3
u022,Poha,mild,dinner,3
u022,Rajma Chawal,mild,snack,3
u022,Idli,mild,lunch,5
u022,Curd Rice,mild,breakfast,3
u022,Curd Rice,mild,lunch,4
u022,Pav Bhaji,spicy,lunch,3
u022,Fish Fry,spicy,dinner,5
u022,Tandoori Chicken,spicy,snack,5
u022,Spring Roll,spicy,dinner,3
u022,Idli,mild,breakfast,4
u022,Mutton Curry,spicy,snack,3
u022,Spring Roll,spicy,snack,5
u022,Tandoori Chicken,spicy,breakfast,4
u022,Fish Fry,spicy,snack,5
u022,Masala Dosa,mild,snack,3
u022,Paneer Butter Masala,spicy,dinner,5
u022,Poha,mild,lunch,4
u022,Vada Pav,spicy,lunch,3
u022,Dhokla,mild,snack,5
u022,Fried Rice,spicy,lunch,5
u022,Dal Tadka,mild,dinner,3
u022,Aloo Paratha,mild,breakfast,4
u022,Fish Fry,spicy,breakfast,3
u022,Chole Bhature,spicy,lunch,5
u022,Veg Pulao,mild,lunch,5
u022,Masala Dosa,mild,dinner,5
u022,Upma,mild,lunch,5
u022,Butter Naan,mild,breakfast,5
u023,Aloo Paratha,mild,snack,4
u023,Palak Paneer,mild,snack,5
u023,Rajma Chawal,mild,dinner,5
u023,Khichdi,mild,dinner,3
u023,Poha,mild,breakfast,4
u023,Fried Rice,spicy,breakfast,5
u023,Vada Pav,spicy,breakfast,3
u023,Pizza,spicy,snack,3
u023,Paneer Butter Masala,spicy,snack,5
u023,Fish Fry,spicy,snack,5
u023,Thali,mild,breakfast,3
u023,Mutton Curry,spicy,lunch,5
u023,Chicken 65,spicy,snack,4
u023,Khichdi,mild,lunch,4
u023,Masala Dosa,mild,lunch,5
u023,Veg Pulao,mild,snack,3
u023,Samosa,spicy,lunch,3
u023,Hyderabadi Biryani,spicy,lunch,4
u023,Burger,spicy,snack,3
u023,Veg Pulao,mild,breakfast,3
u023,Fish Fry,spicy,lunch,5
u023,Samosa,spicy,lunch,3
u023,Pizza,spicy,dinner,3
u023,Veg Pulao,mild,dinner,3
u023,Vada Pav,spicy,dinner,5
u023,Vada Pav,spicy,breakfast,4
u023,Curd Rice,mild,lunch,4
u023,Butter Naan,mild,dinner,4
u023,Spring Roll,spicy,snack,4
u023,Manchurian,spicy,snack,5
u024,Masala Dosa,mild,snack,5
u024,Fried Rice,spicy,snack,3
u024,Curd Rice,mild,lunch,4
u024,Veg Pulao,mild,dinner,4
u024,Kathi Roll,spicy,lunch,3
u024,Vada Pav,spicy,snack,3
u024,Dhokla,mild,dinner,5
u024,Khichdi,mild,breakfast,5
u024,Upma,mild,snack,3
u024,Fish Fry,spicy,dinner,4
u024,Burger,spicy,snack,4
u024,Fried Rice,spicy,dinner,3
u024,Rajma Chawal,mild,lunch,4
u024,Pizza,spicy,snack,3
u024,Dal Tadka,mild,breakfast,5
u024,Chole Bhature,spicy,dinner,5
u024,Idli,mild,breakfast,3
u024,Poha,mild,breakfast,4
u024,Rajma Chawal,mild,snack,3
u024,Samosa,spicy,snack,3
u024,Fish Fry,spicy,breakfast,5
u024,Rajma Chawal,mild,snack,4
u024,Masala Dosa,mild,dinner,3
u024,Butter Naan,mild,breakfast,5
u024,Rajma Chawal,mild,breakfast,3
u024,Dhokla,mild,breakfast,3
u024,Masala Dosa,mild,lunch,4
u024,Aloo Paratha,mild,breakfast,5
u025,Kathi Roll,spicy,lunch,5
u025,Chole Bhature,spicy,snack,3
u025,Curd Rice,mild,breakfast,4
u025,Hyderabadi Biryani,spicy,lunch,3
u025,Paneer Butter Masala,spicy,snack,4
u025,Manchurian,spicy,dinner,3
u025,Idli,mild,breakfast,4
u025,Rajma Chawal,mild,lunch,4
u025,Upma,mild,lunch,4
u025,Aloo Paratha,mild,breakfast,4
u025,Spring Roll,spicy,snack,3
u025,Upma,mild,dinner,3
u025,Burger,spicy,snack,4
u025,Manchurian,spicy,snack,4
u025,Butter Naan,mild,breakfast,3
u025,Dal Tadka,mild,dinner,4
u025,Mutton Curry,spicy,snack,3
u025,Mutton Curry,spicy,lunch,5
u025,Palak Paneer,mild,breakfast,3
u025,Kathi Roll,spicy,snack,5
u025,Samosa,spicy,dinner,3
u025,Fried Rice,spicy,lunch,4
u025,Thali,mild,breakfast,5
u025,Veg Pulao,mild,dinner,4
u025,Samosa,spicy,dinner,5
u026,Spring Roll,spicy,lunch,4
u026,Manchurian,spicy,breakfast,5
u026,Masala Dosa,mild,breakfast,4
u026,Fried Rice,spicy,breakfast,4
u026,Chole Bhature,spicy,dinner,5
u026,Hyderabadi Biryani,spicy,dinner,4
u026,Dhokla,mild,breakfast,5
u026,Idli,mild,snack,4
u026,Tandoori Chicken,spicy,dinner,3
u026,Fried Rice,spicy,lunch,4
u026,Idli,mild,breakfast,5
u026,Thali,mild,snack,5
u026,Mutton Curry,spicy,dinner,3
u026,Mutton Curry,spicy,snack,3
u026,Palak Paneer,mild,breakfast,3
u026,Palak Paneer,mild,lunch,3
u026,Chole Bhature,spicy,lunch,4
u026,Manchurian,spicy,lunch,5
u026,Aloo Paratha,mild,snack,5
u026,Upma,mild,snack,4
u026,Curd Rice,mild,lunch,4
u026,Veg Pulao,mild,lunch,5
u026,Palak Paneer,mild,lunch,4
u026,Chicken 65,spicy,snack,5
u026,Burger,spicy,snack,4
u027,Curd Rice,mild,lunch,3
u027,Thali,mild,snack,3
u027,Masala Dosa,mild,dinner,5
u027,Dhokla,mild,dinner,5
u027,Pizza,spicy,breakfast,4
u027,Poha,mild,breakfast,5
u027,Palak Paneer,mild,snack,3
u027,Curd Rice,mild,breakfast,3
u027,Hyderabadi Biryani,spicy,breakfast,4
u027,Upma,mild,dinner,3
u027,Mutton Curry,spicy,dinner,4
u027,Vada Pav,spicy,snack,5
u027,Thali,mild,lunch,5
u027,Chicken 65,spicy,snack,5
u027,Masala Dosa,mild,snack,5
u027,Poha,mild,snack,4
