product_id,food_item,category,price
124,Herbal Tea,fast food,22.51
125,Fried Rice,fast food,4.62
126,Latte,fast food,5.45
127,Latte,vegan,20.08
128,French Fries,savory,5.05
129,Mushroom Soup,sweet,20.35
130,Hot Chocolate,mild,22.86
131,Ice Cream Sundae,sweet,16.59
132,Cappuccino,sweet,2.49
133,Waffles,savory,14.04
134,Onion Rings,dessert,16.33
135,Pepperoni Pizza,beverage,10.24
136,Granola Yogurt,spicy,21.39
137,Greek Salad,fast food,2.58
138,Cheesecake,mild,23.82
139,Falafel Wrap,sweet,2.55
140,Ice Cream Sundae,beverage,3.77
141,Pancakes,savory,23.47
142,Orange Juice,sweet,22.56
143,Roast Lamb,vegan,19.33
144,Granola Yogurt,fast food,12.29
145,Roast Lamb,savory,12.17
146,French Fries,fast food,23.67
147,Paneer Tikka Pizza,vegan,7.94
148,Quesadilla,fast food,14.1
149,Orange Juice,mild,24.6
150,French Toast,mild,4.78
151,Onion Rings,vegan,6.16
152,Smoothie Bowl,dessert,11.7
153,Latte,fast food,2.15
154,Pepperoni Pizza,fast food,4.31
155,Waffles,savory,17.09
156,Tomato Soup,beverage,11.93
157,Falafel Wrap,sweet,20.6
158,Iced Coffee,beverage,24.49
159,Pancakes,dessert,16.54
160,Fried Chicken,sweet,24.59
161,Chicken Biryani,vegan,2.85
162,Grilled Fish,vegan,18.42
163,Chow Mein,vegan,4.66
164,Nachos,sweet,14.75
165,Cereal Bowl,fast food,6.59
166,Chicken Biryani,sweet,4.07
167,Onion Rings,vegan,11.63
168,Caesar Salad,fast food,4.32
169,Nachos,vegan,2.35
170,Onion Rings,fast food,16.48
171,Sushi Roll,savory,4.18
172,Avocado Toast,sweet,14.49
173,Burrito,sweet,10.33
174,Margherita Pizza,vegan,24.7
175,Pepperoni Pizza,mild,18.61
176,Nachos,sweet,19.13
177,Pepperoni Pizza,savory,24.75
178,Caesar Salad,beverage,8.44
179,Ice Cream Sundae,beverage,12.53
180,Club Sandwich,sweet,7.38
181,Tomato Soup,dessert,17.0
182,Quesadilla,beverage,23.1
183,Onion Rings,mild,11.46
184,Granola Yogurt,mild,20.68
185,Iced Coffee,beverage,3.94
186,Chocolate Cake,beverage,9.17
187,Sparkling Water,fast food,7.41
188,Iced Coffee,dessert,23.81
189,Grilled Chicken Burger,sweet,24.47
190,French Fries,dessert,2.39
191,Avocado Toast,mild,11.61
192,Tomato Soup,spicy,18.64
193,Veg Pulao,vegan,21.98
194,Tomato Soup,fast food,24.22
195,Ramen Bowl,beverage,17.71
196,Avocado Toast,dessert,8.62
197,Ice Cream Sundae,spicy,12.74
198,Chow Mein,vegan,12.54
199,French Toast,dessert,5.88
200,Ice Cream Sundae,mild,24.08
201,Cappuccino,savory,6.55
202,Nachos,fast food,16.86
203,Hot Chocolate,fast food,12.65
204,Caesar Salad,spicy,17.91
205,Sparkling Water,fast food,5.57
206,Club Sandwich,sweet,3.26
207,Hot Chocolate,savory,3.25
208,Lemonade,vegan,23.19
209,Green Tea,savory,19.68
210,Waffles,fast food,23.79
211,Egg Sandwich,mild,6.43
212,Club Sandwich,savory,4.04
213,Brownie,spicy,11.36
214,Fruit Salad,beverage,7.56
215,Pancakes,vegan,24.69
216,Donut,mild,15.21
217,Margherita Pizza,dessert,4.76
218,Masala Chai,spicy,18.31
219,Lemonade,beverage,20.79
220,Masala Chai,mild,4.3
221,Mac and Cheese,vegan,20.01
222,Dumplings,dessert,7.35
223,Paneer Tikka Pizza,spicy,18.74
224,Fruit Salad,vegan,10.78
225,Brownie,fast food,12.29
226,Ramen Bowl,sweet,24.59
227,Orange Juice,beverage,2.17
228,Veg Pulao,vegan,12.77
229,Mango Juice,sweet,16.37
230,Smoothie Bowl,fast food,5.73
231,Cheesecake,beverage,22.58
232,Nachos,dessert,16.96
233,French Toast,beverage,7.95
234,Chocolate Cake,sweet,5.76
235,Garlic Bread,spicy,4.33
236,Egg Sandwich,vegan,19.0
237,Iced Coffee,mild,23.44
238,Grilled Fish,beverage,5.52
239,Pancakes,fast food,24.51
240,Greek Salad,mild,14.27
241,Double Beef Burger,sweet,11.57
242,Veg Sandwich,mild,22.45
243,French Toast,dessert,16.17
244,Quesadilla,sweet,4.45
245,Caesar Salad,sweet,20.14
246,Tacos,fast food,3.63
247,Chicken Soup,fast food,9.58
248,Chicken Soup,dessert,4.97
249,Pepperoni Pizza,fast food,8.15
250,Tacos,fast food,4.67
251,Garlic Bread,fast food,11.93
252,Hot Chocolate,dessert,19.99
253,Waffles,savory,2.77
254,Garlic Bread,savory,3.77
255,Pancakes,mild,9.3
256,Pasta Arrabiata,savory,7.07
257,Grilled Chicken Burger,mild,14.91
258,Burrito,savory,23.82
259,Brownie,mild,24.16
260,Mushroom Soup,dessert,12.73
261,Vanilla Cake,beverage,18.12
262,Smoothie Bowl,mild,23.17
263,Latte,mild,5.17
264,Double Beef Burger,savory,4.37
265,Mac and Cheese,fast food,21.29
266,Mango Juice,fast food,21.37
267,Hot Chocolate,spicy,8.83
268,Veggie Burger,fast food,9.85
269,Double Beef Burger,sweet,22.16
270,Double Beef Burger,dessert,13.85
271,Ice Cream Sundae,fast food,3.15
272,Waffles,sweet,18.83
273,Veg Sandwich,fast food,4.28
274,Waffles,dessert,6.48
275,Dumplings,sweet,9.4
276,Greek Salad,mild,17.43
277,Chocolate Cake,beverage,4.36
278,Caesar Salad,beverage,23.53
279,French Toast,spicy,12.6
280,Orange Juice,mild,13.28
281,Roast Lamb,beverage,9.88
282,Cheese Burger,spicy,18.69
283,Chocolate Cake,spicy,19.49
284,Mac and Cheese,savory,19.55
285,Fried Chicken,fast food,19.76
286,Energy Drink,sweet,23.04
287,Paneer Tikka Pizza,spicy,15.52
288,Avocado Toast,sweet,17.32
289,Cappuccino,vegan,5.87
290,Energy Drink,vegan,22.67
291,Orange Juice,sweet,23.65
292,Fried Rice,sweet,5.33
293,Pasta Alfredo,sweet,2.99
294,Onion Rings,savory,23.07
295,Hummus with Pita,spicy,3.13
296,Fried Rice,spicy,11.73
297,Herbal Tea,vegan,12.31
298,Masala Chai,savory,21.96
299,Pancakes,savory,17.47
300,Waffles,vegan,12.55
301,Spring Rolls,dessert,16.73
302,Roast Lamb,vegan,16.27
303,Fried Rice,beverage,17.28
304,Lemonade,spicy,12.12
305,Green Tea,vegan,3.26
306,Brownie,dessert,20.88
307,Green Tea,sweet,20.38
308,Hummus with Pita,savory,4.1
309,French Fries,spicy,21.63
310,Latte,mild,2.12
311,Pepperoni Pizza,mild,20.81
312,Cereal Bowl,fast food,4.72
313,Nachos,vegan,23.16
314,Egg Sandwich,mild,13.9
315,Sparkling Water,mild,17.2
316,Mango Juice,savory,18.84
317,Milkshake,fast food,10.61
318,Fried Chicken,vegan,12.96
319,Veg Pulao,mild,4.02
320,Sushi Roll,mild,6.39
321,Roast Lamb,fast food,18.37
322,Cheese Burger,savory,7.93
323,Waffles,vegan,15.32
324,Shawarma Roll,savory,13.67
325,Nachos,fast food,8.91
326,French Toast,fast food,22.19
327,Mushroom Soup,savory,10.35
328,Chicken Soup,sweet,24.5
329,Tacos,vegan,10.28
330,Green Tea,savory,8.38
331,Club Sandwich,fast food,22.76
332,Latte,savory,16.39
333,Double Beef Burger,beverage,2.47
334,Iced Coffee,vegan,11.98
335,Spring Rolls,vegan,20.44
336,Ice Cream Sundae,beverage,21.9
337,Waffles,fast food,6.2
338,Mango Juice,mild,13.12
339,Donut,mild,7.06
340,Caesar Salad,vegan,24.55
341,Cheese Burger,savory,8.0
342,French Fries,dessert,12.42
343,Hot Chocolate,sweet,8.75
344,Cheese Burger,sweet,2.17
345,Mango Juice,mild,7.62
346,Caesar Salad,savory,11.08
347,French Fries,dessert,16.32
348,Chocolate Cake,vegan,24.95
349,Fruit Salad,savory,3.66
350,Burrito,mild,12.1
351,Egg Sandwich,vegan,16.33
352,Granola Yogurt,beverage,5.61
353,Grilled Chicken Burger,spicy,20.19
354,Veg Sandwich,savory,16.56
355,Latte,dessert,21.14
356,Smoothie Bowl,beverage,18.56
357,Steak,savory,5.79
358,Caesar Salad,spicy,2.65
359,Pancakes,sweet,16.83
360,Granola Yogurt,dessert,9.46
361,Chicken Biryani,savory,24.23
362,Steak,dessert,14.32
363,Fried Chicken,beverage,21.39
364,Mac and Cheese,spicy,19.51
365,Steak,savory,21.99
366,Pasta Alfredo,mild,7.32
367,Mango Juice,mild,19.08
368,Ice Cream Sundae,mild,24.52
369,Garlic Bread,vegan,12.9
370,Roast Lamb,dessert,6.56
371,Granola Yogurt,vegan,3.92
372,Energy Drink,fast food,13.45
373,Egg Sandwich,fast food,7.11
374,Hummus with Pita,beverage,11.56
375,Grilled Fish,sweet,8.53
376,Pasta Alfredo,fast food,12.85
377,Roast Lamb,vegan,14.01
378,Milkshake,beverage,18.8
379,Latte,mild,14.5
380,Herbal Tea,fast food,19.44
381,Cereal Bowl,spicy,5.71
382,Pepperoni Pizza,savory,7.36
383,Spring Rolls,vegan,4.11
384,Garlic Bread,dessert,5.27
385,Club Sandwich,spicy,12.72
386,Tacos,vegan,2.1
387,Iced Coffee,beverage,11.15
388,Tacos,sweet,6.43
389,Energy Drink,savory,23.8
390,Nachos,vegan,10.67
391,Pancakes,spicy,7.88
392,Spring Rolls,mild,21.59
393,Ramen Bowl,dessert,3.75
394,Hummus with Pita,dessert,13.92
395,Grilled Fish,mild,10.66
396,BBQ Chicken Pizza,spicy,12.59
397,Pasta Arrabiata,mild,17.41
398,Steak,sweet,12.97
399,BBQ Chicken Pizza,savory,11.8
400,Egg Sandwich,savory,21.84
401,Tacos,mild,17.53
402,Fruit Salad,spicy,10.8
403,Cereal Bowl,dessert,24.36
404,Waffles,beverage,21.15
405,Smoothie Bowl,vegan,4.68
406,Pancakes,savory,14.7
407,Quesadilla,beverage,16.99
408,Fruit Salad,vegan,2.51
409,Tomato Soup,beverage,13.6
410,Burrito,savory,14.1
411,Energy Drink,beverage,19.68
412,Fried Chicken,vegan,19.83
413,Latte,mild,13.27
414,Veggie Burger,vegan,12.07
415,Fried Rice,spicy,8.7
416,Latte,vegan,20.46
417,Orange Juice,mild,7.67
418,Falafel Wrap,dessert,15.09
419,Roast Lamb,mild,4.62
420,Pepperoni Pizza,spicy,18.35
421,Brownie,spicy,11.95
422,Spring Rolls,fast food,19.36
423,Latte,savory,20.98
424,Chicken Soup,beverage,9.16
425,Hummus with Pita,sweet,17.88
426,Pancakes,spicy,6.12
427,Greek Salad,dessert,22.93
428,Sparkling Water,dessert,20.54
429,Mushroom Soup,mild,18.56
430,Masala Chai,savory,20.74
431,Pepperoni Pizza,savory,21.27
432,Lemonade,fast food,8.32
433,Tacos,beverage,5.16
434,Falafel Wrap,fast food,21.11
435,Burrito,mild,17.38
436,Cereal Bowl,mild,11.44
437,Double Beef Burger,vegan,17.77
438,Burrito,mild,22.08
439,Steak,fast food,13.43
440,Granola Yogurt,fast food,8.71
441,Fried Rice,savory,12.13
442,Herbal Tea,sweet,10.53
443,Mac and Cheese,dessert,19.21
444,Quesadilla,vegan,11.28
445,Hot Chocolate,mild,6.03
446,Pancakes,savory,4.1
447,Chocolate Cake,vegan,10.14
448,Milkshake,mild,13.11
449,Iced Coffee,beverage,13.68
450,Brownie,savory,6.59
451,Pasta Alfredo,mild,24.23
452,Fried Chicken,dessert,11.11
453,Granola Yogurt,fast food,19.94
454,Quesadilla,beverage,23.7
455,Tacos,vegan,11.21
456,Iced Coffee,savory,11.06
457,Hummus with Pita,savory,13.61
458,Caesar Salad,mild,16.99
459,Steak,beverage,16.25
460,Orange Juice,sweet,9.68
461,Latte,sweet,24.06
462,Shawarma Roll,fast food,23.47
463,Cheesecake,dessert,17.9
464,Hot Chocolate,sweet,5.08
465,Dumplings,beverage,24.21
466,Nachos,dessert,15.3
467,Cappuccino,fast food,20.07
468,Granola Yogurt,fast food,3.8
469,Brownie,fast food,8.1
470,Fried Rice,savory,2.81
471,Pasta Alfredo,mild,19.34
472,Fried Rice,mild,13.67
473,Chicken Soup,dessert,19.86
474,Ramen Bowl,dessert,12.11
475,Masala Chai,vegan,15.17
476,Fried Chicken,fast food,3.83
477,Veg Pulao,beverage,15.79
478,Club Sandwich,dessert,20.75
479,Club Sandwich,savory,3.39
480,Iced Coffee,sweet,4.0
481,Cappuccino,vegan,7.15
482,Chow Mein,fast food,16.14
483,Green Tea,sweet,12.45
484,Avocado Toast,spicy,14.86
485,Fried Rice,sweet,2.48
486,Orange Juice,mild,4.86
487,Cheesecake,spicy,2.34
488,Ice Cream Sundae,sweet,23.58
489,Cappuccino,dessert,6.54
490,Veg Sandwich,fast food,6.91
491,French Fries,fast food,12.92
492,Nachos,fast food,19.19
493,Falafel Wrap,fast food,12.11
494,Cappuccino,savory,22.37
495,French Fries,spicy,16.93
496,Cereal Bowl,vegan,18.85
497,Grilled Chicken Burger,dessert,21.98
498,Chow Mein,beverage,14.83
499,Avocado Toast,savory,10.6
500,Falafel Wrap,sweet,5.77
501,Pancakes,dessert,11.75
502,Grilled Chicken Burger,mild,21.14
503,Mac and Cheese,savory,14.91
504,Caesar Salad,dessert,3.68
505,Paneer Tikka Pizza,fast food,21.31
506,Margherita Pizza,savory,22.31
507,Double Beef Burger,sweet,4.16
508,Nachos,vegan,10.06
509,Greek Salad,spicy,3.93
510,Vanilla Cake,vegan,5.22
511,Cheese Burger,beverage,2.75
512,Granola Yogurt,savory,7.49
513,Green Tea,mild,24.15
514,Chicken Biryani,spicy,11.31
515,Falafel Wrap,beverage,23.46
516,Lemonade,sweet,3.05
517,Dumplings,spicy,18.35
518,Grilled Fish,vegan,23.8
519,Mushroom Soup,sweet,10.49
520,Roast Lamb,vegan,11.17
521,Burrito,vegan,13.51
522,Lemonade,fast food,2.79
523,Orange Juice,savory,12.77
524,French Fries,mild,2.33
525,Veg Sandwich,mild,10.44
526,Grilled Chicken Burger,spicy,17.52
527,Iced Coffee,savory,12.76
528,Milkshake,savory,20.49
529,Chicken Soup,spicy,16.61
530,Ice Cream Sundae,savory,5.41
531,Chow Mein,mild,10.61
532,Ramen Bowl,beverage,18.26
533,Pasta Arrabiata,spicy,19.79
534,Ramen Bowl,beverage,19.48
535,Double Beef Burger,mild,2.69
536,Mac and Cheese,sweet,19.32
537,Sushi Roll,fast food,13.72
538,Cheesecake,beverage,14.47
539,Fried Rice,sweet,23.08
540,Pepperoni Pizza,beverage,24.42
541,Brownie,dessert,8.9
542,Milkshake,dessert,11.33
543,Nachos,fast food,16.02
544,Dumplings,savory,20.27
545,Fried Rice,sweet,11.45
546,Falafel Wrap,savory,4.24
547,Cheesecake,beverage,20.66
548,Iced Coffee,dessert,2.55
549,Fried Chicken,fast food,12.61
550,Caesar Salad,spicy,3.33
551,Hot Chocolate,spicy,18.32
552,BBQ Chicken Pizza,mild,3.01
553,Roast Lamb,beverage,15.41
554,Orange Juice,beverage,24.52
555,Falafel Wrap,dessert,11.25
556,Mango Juice,mild,12.24
557,Hot Chocolate,vegan,6.38
558,Energy Drink,sweet,12.47
559,Greek Salad,mild,14.84
560,Garlic Bread,dessert,18.29
561,Brownie,mild,6.56
562,Veg Pulao,mild,21.01
563,Latte,fast food,5.33
564,Steak,dessert,5.52
565,Chocolate Cake,mild,16.09
566,French Toast,savory,15.44
567,Grilled Chicken Burger,fast food,19.15
568,Grilled Fish,mild,23.1
569,Chicken Soup,dessert,9.25
570,French Toast,beverage,8.47
571,Double Beef Burger,sweet,12.74
572,Greek Salad,beverage,5.19
573,Shawarma Roll,dessert,17.44
574,Roast Lamb,sweet,16.07
575,Quesadilla,mild,16.34
576,Steak,dessert,12.43
577,Club Sandwich,spicy,23.1
578,Avocado Toast,beverage,20.63
579,Sushi Roll,sweet,14.73
580,Masala Chai,vegan,20.84
581,Chocolate Cake,spicy,12.91
582,Spring Rolls,spicy,17.17
583,Energy Drink,savory,7.26
584,Pepperoni Pizza,sweet,7.14
585,Hummus with Pita,vegan,18.45
586,Iced Coffee,savory,21.55
587,Cereal Bowl,sweet,5.92
588,Pepperoni Pizza,beverage,12.72
589,Granola Yogurt,mild,7.68
590,Steak,vegan,22.52
591,Granola Yogurt,savory,7.43
592,Fried Chicken,mild,4.13
593,Shawarma Roll,spicy,22.7
594,Pepperoni Pizza,dessert,14.33
595,Fruit Salad,spicy,4.18
596,Caesar Salad,savory,8.4
597,Grilled Chicken Burger,vegan,22.76
598,Waffles,beverage,9.93
599,Double Beef Burger,dessert,11.22
600,Ice Cream Sundae,vegan,22.86
601,Steak,vegan,21.46
602,Greek Salad,beverage,12.7
603,Mango Juice,dessert,2.5
604,Veg Pulao,spicy,23.89
605,Chicken Soup,vegan,22.21
606,Granola Yogurt,spicy,19.0
607,BBQ Chicken Pizza,spicy,13.9
608,Pasta Arrabiata,fast food,9.19
609,Vanilla Cake,sweet,7.91
610,BBQ Chicken Pizza,mild,11.03
611,Tacos,spicy,8.49
612,Grilled Fish,spicy,14.16
613,Lemonade,sweet,8.37
614,Green Tea,beverage,3.53
615,Onion Rings,dessert,19.32
616,Vanilla Cake,spicy,12.62
617,Burrito,beverage,11.97
618,Greek Salad,fast food,17.64
619,Mushroom Soup,vegan,11.96
620,Garlic Bread,beverage,8.2
621,Nachos,spicy,9.33
622,Chicken Soup,savory,24.17
623,Dumplings,beverage,20.48
624,Garlic Bread,savory,21.54
625,Tacos,sweet,12.68
626,Falafel Wrap,beverage,16.11
627,Garlic Bread,spicy,22.87
628,Chicken Biryani,beverage,20.03
629,Nachos,savory,6.94
630,French Fries,mild,16.69
631,Hot Chocolate,beverage,14.98
632,Hot Chocolate,spicy,11.42
633,Cheesecake,savory,11.85
634,Chocolate Cake,vegan,21.3
635,Spring Rolls,sweet,13.2
636,Burrito,mild,11.03
637,Hummus with Pita,beverage,12.94
638,Orange Juice,savory,21.32
639,Fried Chicken,mild,3.42
640,Lemonade,dessert,19.16
641,Pasta Alfredo,savory,5.42
642,Caesar Salad,fast food,16.61
643,Chicken Biryani,mild,8.22
644,Greek Salad,savory,21.65
645,Nachos,fast food,24.68
646,Fried Rice,mild,5.02
647,Lemonade,sweet,16.18
648,Sushi Roll,beverage,5.46
649,Tomato Soup,beverage,11.36
650,Shawarma Roll,fast food,18.37
651,Steak,vegan,10.25
652,French Toast,savory,20.48
653,Pasta Arrabiata,fast food,23.35
654,Veg Sandwich,beverage,7.84
655,Onion Rings,fast food,9.51
656,Chow Mein,spicy,10.9
657,Cheese Burger,beverage,6.24
658,French Fries,mild,21.87
659,Milkshake,vegan,11.13
660,Fried Rice,sweet,9.58
661,Garlic Bread,beverage,12.88
662,Iced Coffee,spicy,12.08
663,Caesar Salad,dessert,5.07
664,Pepperoni Pizza,sweet,8.92
665,Grilled Fish,sweet,19.99
666,Pasta Arrabiata,sweet,5.55
667,Lemonade,beverage,17.44
668,Green Tea,sweet,4.11
669,Steak,beverage,23.78
670,Donut,dessert,17.75
671,Fried Chicken,spicy,11.13
672,Cappuccino,mild,6.6
673,French Toast,dessert,19.32
674,Chicken Biryani,spicy,6.23
675,Pepperoni Pizza,dessert,12.31
676,French Toast,vegan,4.56
677,Double Beef Burger,spicy,6.5
678,Green Tea,mild,12.4
679,Sparkling Water,beverage,18.73
680,Mushroom Soup,savory,10.78
681,Sushi Roll,vegan,15.79
682,Iced Coffee,fast food,18.45
683,Pasta Arrabiata,vegan,15.51
684,Onion Rings,mild,9.96
685,Pasta Arrabiata,vegan,21.92
686,Fruit Salad,vegan,7.85
687,Chow Mein,beverage,9.47
688,Grilled Fish,sweet,23.08
689,Sparkling Water,mild,24.7
690,Chocolate Cake,savory,19.13
691,Mango Juice,vegan,18.25
692,Milkshake,fast food,19.84
693,Vanilla Cake,mild,12.88
694,Grilled Fish,savory,18.33
695,Milkshake,savory,22.02
696,Brownie,fast food,23.26
697,Brownie,vegan,4.6
698,BBQ Chicken Pizza,mild,20.56
699,Cheesecake,mild,10.99
700,Chow Mein,spicy,23.91
701,Falafel Wrap,savory,19.26
702,Latte,dessert,16.27
703,Greek Salad,vegan,13.62
704,Quesadilla,fast food,24.75
705,Grilled Chicken Burger,spicy,9.43
706,Falafel Wrap,spicy,9.3
707,Cheese Burger,fast food,17.13
708,Roast Lamb,savory,13.65
709,Ramen Bowl,fast food,11.64
710,Ramen Bowl,sweet,22.75
711,Burrito,vegan,19.16
712,Cereal Bowl,fast food,22.24
713,Tomato Soup,dessert,13.04
714,Waffles,savory,20.64
715,Granola Yogurt,sweet,5.94
716,Quesadilla,mild,3.82
717,Garlic Bread,vegan,22.55
718,Hot Chocolate,sweet,21.78
719,BBQ Chicken Pizza,spicy,24.13
720,Chicken Biryani,vegan,23.05
721,Donut,savory,11.33
722,Masala Chai,mild,23.42
723,Greek Salad,savory,16.08
724,Greek Salad,sweet,7.45
725,Pasta Alfredo,mild,20.58
726,Mango Juice,vegan,6.45
727,Nachos,beverage,23.42
728,Cheese Burger,mild,8.96
729,Tomato Soup,savory,2.65
730,Hummus with Pita,spicy,19.12
731,Grilled Chicken Burger,savory,20.2
732,Lemonade,vegan,6.87
733,Sushi Roll,spicy,19.09
734,Hummus with Pita,mild,7.44
735,Pasta Alfredo,beverage,22.78
736,Tomato Soup,fast food,2.23
737,Orange Juice,dessert,7.23
738,Club Sandwich,mild,8.6
739,Pasta Arrabiata,spicy,4.72
740,Smoothie Bowl,beverage,12.62
741,Orange Juice,vegan,22.75
742,Grilled Fish,beverage,23.11
743,Mac and Cheese,beverage,22.85
744,Pasta Alfredo,fast food,23.55
745,Tomato Soup,spicy,22.86
746,Grilled Fish,vegan,18.25
747,Greek Salad,fast food,3.78
748,French Toast,sweet,3.64
749,Cheesecake,fast food,10.92
750,Mango Juice,fast food,13.37
751,Hot Chocolate,sweet,17.69
752,Fried Chicken,sweet,10.77
753,Sparkling Water,fast food,20.83
754,Green Tea,vegan,3.95
755,French Fries,sweet,22.3
756,Burrito,fast food,9.9
757,Energy Drink,mild,18.8
758,French Fries,savory,14.78
759,Ice Cream Sundae,savory,19.07
760,Shawarma Roll,beverage,5.4
761,Chicken Biryani,dessert,2.46
762,Energy Drink,fast food,7.83
763,Fruit Salad,beverage,11.42
764,Mushroom Soup,beverage,14.55
765,Shawarma Roll,savory,16.55
766,Mushroom Soup,sweet,20.07
767,Cereal Bowl,sweet,7.59
768,Quesadilla,sweet,16.81
769,Cereal Bowl,beverage,2.89
770,Energy Drink,dessert,17.68
771,Granola Yogurt,mild,18.72
772,Herbal Tea,sweet,20.73
773,Veg Sandwich,dessert,12.76
774,Tomato Soup,dessert,22.15
775,Fried Chicken,fast food,21.73
776,BBQ Chicken Pizza,savory,13.58
777,Chicken Soup,fast food,25.0
778,Grilled Fish,fast food,4.78
779,Margherita Pizza,savory,8.97
780,Fried Rice,beverage,9.02
781,French Toast,beverage,21.68
782,Burrito,fast food,7.34
783,Hummus with Pita,sweet,4.4
784,Roast Lamb,sweet,2.67
785,Club Sandwich,savory,3.19
786,Milkshake,vegan,10.58
787,Fried Rice,savory,2.65
788,Falafel Wrap,mild,5.51
789,Green Tea,dessert,16.53
790,Pasta Arrabiata,vegan,7.21
791,Ice Cream Sundae,beverage,14.07
792,Tomato Soup,mild,16.03
793,Grilled Fish,fast food,24.68
794,Chow Mein,sweet,7.79
795,Cheesecake,vegan,16.3
796,Cheese Burger,vegan,3.91
797,Falafel Wrap,mild,11.7
798,Donut,dessert,11.12
799,Ice Cream Sundae,sweet,11.0
